id,first_active_month,reward_program,cardholder_fico_score,cardholder_fico_range,cardholder_age
C_ID_2b112b9a7e,2013-10,cash_back,420,bad,38
C_ID_2b1207e940,2017-11,dining_entertainment,529,bad,72
C_ID_2b12b7f9f6,2016-04,cash_back,739,excellent,53
C_ID_2b12bbf57d,2016-09,dining_entertainment,548,bad,29
C_ID_2b15182e03,2017-02,cash_back,519,bad,28
C_ID_2b15682cbb,2017-06,dining_entertainment,374,bad,91
C_ID_2b1583fd7d,2017-12,cash_back,783,excellent,36
C_ID_2b160bb8db,2015-10,cash_back,554,bad,99
C_ID_2b161d0e69,2016-11,cash_back,695,good,37
C_ID_2b190d1b24,2017-05,cash_back,484,bad,96
C_ID_2b19aab6db,2016-11,travel,428,bad,34
C_ID_2b1a951e2b,2017-05,dining_entertainment,438,bad,93
C_ID_2b1d60eb1e,2017-03,cash_back,423,bad,50
C_ID_2b1f1e8774,2017-10,cash_back,388,bad,56
C_ID_2b20328dbc,2017-09,cash_back,531,bad,43
C_ID_2b20ce58d5,2017-09,cash_back,687,fair,59
C_ID_2b216039a1,2017-10,cash_back,598,bad,42
C_ID_2b2420a8cb,2017-02,cash_back,532,bad,36
C_ID_2b25757d57,2017-09,cash_back,578,bad,55
C_ID_2b278c7d7f,2017-10,cash_back,448,bad,26
C_ID_2b2866b7a5,2016-05,cash_back,326,bad,36
C_ID_2b288df31c,2017-12,cash_back,368,bad,46
C_ID_2b28edda32,2017-12,cash_back,490,bad,87
C_ID_2b29a7df9a,2017-12,cash_back,727,excellent,23
C_ID_2b2bdeba20,2014-04,cash_back,378,bad,92
C_ID_2b2cef11dd,2017-10,cash_back,690,good,62
C_ID_2b2d34da03,2017-10,cash_back,785,excellent,65
C_ID_2b303edfb4,2017-05,cash_back,330,bad,40
C_ID_2b31c632d0,2016-12,cash_back,386,bad,45
C_ID_2b32c3fc19,2013-09,cash_back,361,bad,32
C_ID_2b34ef30ba,2016-12,cash_back,829,excellent,41
C_ID_2b35669698,2017-09,cash_back,693,good,39
C_ID_2b3bacde75,2015-05,cash_back,449,bad,57
C_ID_2b3e0b273d,2017-08,dining_entertainment,810,excellent,31
C_ID_2b3e7dbc6b,2016-07,travel,519,bad,76
C_ID_2b3fdf932b,2017-07,cash_back,363,bad,66
C_ID_2b450fa34b,2016-06,travel,616,bad,31
C_ID_2b47acf95d,2017-10,dining_entertainment,662,fair,52
C_ID_2b489e9289,2017-10,travel,838,excellent,40
C_ID_2b4cc2cf98,2017-12,travel,793,excellent,38
C_ID_2b4cd97076,2017-11,dining_entertainment,618,bad,81
C_ID_2b4d4153b8,2017-03,cash_back,394,bad,99
C_ID_2b4deb1891,2017-07,cash_back,796,excellent,37
C_ID_2b4f991a8a,2016-07,cash_back,749,excellent,40
C_ID_2b51999296,2017-11,travel,694,good,24
C_ID_2b555e51d0,2016-07,dining_entertainment,589,bad,90
C_ID_2b55e064d8,2017-07,dining_entertainment,402,bad,23
C_ID_2b5601d0c3,2016-06,cash_back,594,bad,41
C_ID_2b56b50baf,2017-01,dining_entertainment,524,bad,80
C_ID_2b5889c0d4,2017-06,cash_back,547,bad,23
C_ID_2b5a213a0e,2017-01,travel,847,excellent,28
C_ID_2b5a654159,2017-09,cash_back,796,excellent,54
C_ID_2b5be86544,2017-03,cash_back,385,bad,24
C_ID_2b5c6233ab,2016-04,travel,526,bad,55
C_ID_2b5c81eb51,2016-07,travel,583,bad,28
C_ID_2b5c915d54,2016-05,cash_back,411,bad,83
C_ID_2b5efbd1bb,2017-02,cash_back,791,excellent,24
C_ID_2b608357c3,2014-11,cash_back,843,excellent,48
C_ID_2b60b531cc,2014-05,cash_back,593,bad,28
C_ID_2b6317c760,2017-12,dining_entertainment,381,bad,37
C_ID_2b64e33026,2017-01,cash_back,499,bad,35
C_ID_2b64e70655,2016-12,cash_back,494,bad,65
C_ID_2b65161657,2017-04,dining_entertainment,467,bad,42
C_ID_2b68e082f5,2016-10,cash_back,747,excellent,33
C_ID_2b6b83efbc,2017-02,cash_back,589,bad,73
C_ID_2b6c5d53ff,2017-08,cash_back,566,bad,42
C_ID_2b6d5faec4,2016-12,travel,841,excellent,70
C_ID_2b6eaa7f2d,2017-01,cash_back,739,excellent,23
C_ID_2b72143910,2017-03,travel,395,bad,23
C_ID_2b72a7a885,2015-04,cash_back,455,bad,20
C_ID_2b7347d4e3,2015-11,cash_back,799,excellent,63
C_ID_2b73a4249f,2017-05,cash_back,520,bad,47
C_ID_2b74175581,2017-11,cash_back,553,bad,48
C_ID_2b74cb8323,2017-01,dining_entertainment,463,bad,74
C_ID_2b7747aae8,2016-12,cash_back,355,bad,65
C_ID_2b774edacd,2017-11,dining_entertainment,832,excellent,33
C_ID_2b797d3fe1,2016-07,cash_back,589,bad,33
C_ID_2b797e4bc2,2016-09,dining_entertainment,747,excellent,55
C_ID_2b7981ecd1,2017-12,travel,712,good,38
C_ID_2b7a06c9a5,2017-11,travel,751,excellent,50
C_ID_2b7b0cd29c,2017-01,cash_back,647,fair,45
C_ID_2b7c446235,2017-10,cash_back,472,bad,43
C_ID_2b7cd31944,2015-07,travel,647,fair,81
C_ID_2b829ea88e,2016-12,travel,768,excellent,20
C_ID_2b857bca57,2017-08,cash_back,318,bad,47
C_ID_2b868aea8e,2016-12,cash_back,796,excellent,64
C_ID_2b874d68c2,2017-10,travel,463,bad,25
C_ID_2b8755f605,2017-04,travel,580,bad,23
C_ID_2b88ea477a,2017-04,cash_back,363,bad,51
C_ID_2b8a1a4ce1,2016-10,cash_back,841,excellent,65
C_ID_2b8e4c00df,2017-04,cash_back,751,excellent,33
C_ID_2b8ef05ad6,2016-09,cash_back,413,bad,29
C_ID_2b9122673f,2017-03,cash_back,443,bad,36
C_ID_2b91677b61,2015-09,travel,780,excellent,43
C_ID_2b919a9183,2017-06,cash_back,600,bad,34
C_ID_2b92b2b1d5,2017-01,cash_back,587,bad,72
C_ID_2b93b8e980,2017-08,cash_back,769,excellent,30
C_ID_2b93dea4ef,2017-08,travel,479,bad,30
C_ID_2b94e81587,2017-05,dining_entertainment,477,bad,89
C_ID_2b950ff1be,2016-09,dining_entertainment,715,good,63
C_ID_2b952ea917,2017-10,cash_back,627,bad,56
C_ID_2b95ceb4a6,2017-11,cash_back,363,bad,64
C_ID_2b9780e7ef,2017-03,dining_entertainment,791,excellent,29
C_ID_2b992389e8,2016-09,cash_back,763,excellent,80
C_ID_2b9bec2030,2014-06,travel,637,fair,37
C_ID_2b9dee17c7,2017-07,dining_entertainment,757,excellent,20
C_ID_2ba1273602,2017-06,cash_back,534,bad,87
C_ID_2ba26db55e,2017-05,cash_back,387,bad,96
C_ID_2ba2f1133a,2016-12,cash_back,840,excellent,88
C_ID_2ba3553e8f,2016-11,cash_back,825,excellent,21
C_ID_2ba4d316c1,2017-01,cash_back,584,bad,53
C_ID_2ba4f49d76,2017-08,travel,708,good,24
C_ID_2ba6cc9c28,2017-05,dining_entertainment,471,bad,47
C_ID_2ba7b2680a,2016-12,cash_back,569,bad,93
C_ID_2ba88628ee,2017-03,cash_back,620,bad,77
C_ID_2ba888443f,2016-11,cash_back,693,good,28
C_ID_2ba8a03938,2017-10,cash_back,314,bad,41
C_ID_2bab8518ef,2017-10,cash_back,791,excellent,36
C_ID_2bb469361e,2016-02,cash_back,827,excellent,44
C_ID_2bb9014d51,2017-05,dining_entertainment,729,excellent,28
C_ID_2bbbe67796,2016-11,cash_back,343,bad,79
C_ID_2bbbfd6313,2016-05,travel,407,bad,34
C_ID_2bbd9992af,2017-05,cash_back,307,bad,44
C_ID_2bc094d408,2015-11,travel,612,bad,24
C_ID_2bc0962e72,2016-08,travel,317,bad,49
C_ID_2bc0f5d914,2015-06,cash_back,536,bad,36
C_ID_2bc2bba618,2017-06,travel,303,bad,19
C_ID_2bc59cb777,2017-02,travel,791,excellent,43
C_ID_2bc8090b53,2016-07,travel,327,bad,61
C_ID_2bca283a05,2014-08,cash_back,489,bad,28
C_ID_2bcb4db26b,2017-01,dining_entertainment,698,good,35
C_ID_2bcc55aedf,2017-08,cash_back,430,bad,43
C_ID_2bcf20eed5,2017-08,cash_back,616,bad,20
C_ID_2bcf534765,2015-04,dining_entertainment,820,excellent,33
C_ID_2bd15b65c7,2017-09,cash_back,563,bad,95
C_ID_2bd186b081,2016-02,travel,369,bad,35
C_ID_2bd3a95a57,2017-09,cash_back,475,bad,78
C_ID_2bd518d064,2016-01,travel,622,bad,23
C_ID_2bd5742bd5,2017-10,dining_entertainment,533,bad,79
C_ID_2bdd6d6071,2017-05,travel,843,excellent,34
C_ID_2bde74b4cf,2015-09,dining_entertainment,681,fair,23
C_ID_2bdeac923c,2017-12,dining_entertainment,555,bad,80
C_ID_2be0998511,2017-06,cash_back,725,excellent,34
C_ID_2be13bb579,2017-08,travel,702,good,23
C_ID_2be2cadcf2,2017-09,cash_back,726,excellent,27
C_ID_2be545259c,2017-01,cash_back,541,bad,52
C_ID_2be58b3984,2016-12,cash_back,587,bad,32
C_ID_2be5a54a87,2017-08,cash_back,391,bad,44
C_ID_2be7d23ef3,2017-07,cash_back,350,bad,81
C_ID_2be8d428d6,2017-08,dining_entertainment,312,bad,47
C_ID_2be92dd1d3,2017-03,dining_entertainment,481,bad,50
C_ID_2bec5fc41f,2017-12,dining_entertainment,449,bad,67
C_ID_2beca279a1,2017-01,cash_back,847,excellent,29
C_ID_2becc2d1f4,2016-05,dining_entertainment,353,bad,44
C_ID_2bed3d70fe,2017-08,cash_back,661,fair,56
C_ID_2bef7b61de,2017-01,cash_back,542,bad,81
C_ID_2bf370ea24,2017-10,dining_entertainment,760,excellent,32
C_ID_2bf870f8e5,2014-11,cash_back,339,bad,67
C_ID_2bf92111bf,2017-12,travel,306,bad,75
C_ID_2bfb264fb6,2017-10,cash_back,469,bad,32
C_ID_2bfb27b01e,2016-01,cash_back,386,bad,18
C_ID_2bfc997051,2016-10,dining_entertainment,806,excellent,19
C_ID_2bfe1e6d94,2017-06,cash_back,651,fair,43
C_ID_2bff612628,2016-05,travel,563,bad,34
C_ID_2c0143bee6,2017-12,cash_back,479,bad,23
C_ID_2c02354d34,2016-08,dining_entertainment,554,bad,37
C_ID_2c04ef4130,2017-07,travel,738,excellent,35
C_ID_2c053ddd61,2017-06,cash_back,794,excellent,52
C_ID_2c05bfad10,2017-04,cash_back,502,bad,100
C_ID_2c05d0a95c,2017-07,dining_entertainment,358,bad,47
C_ID_2c07391690,2015-12,dining_entertainment,621,bad,28
C_ID_2c07580e52,2015-09,cash_back,487,bad,73
C_ID_2c09ab1d58,2017-06,cash_back,428,bad,29
C_ID_2c0b6662f9,2016-09,cash_back,316,bad,56
C_ID_2c0b9e2399,2016-12,cash_back,495,bad,50
C_ID_2c0bb2e6b5,2017-05,cash_back,611,bad,99
C_ID_2c0f29055b,2015-10,travel,777,excellent,57
C_ID_2c10e31215,2016-11,cash_back,723,excellent,40
C_ID_2c11cfdb03,2015-04,travel,459,bad,62
C_ID_2c147e7725,2016-12,dining_entertainment,693,good,23
C_ID_2c14defabf,2016-05,cash_back,728,excellent,49
C_ID_2c15588dd3,2017-09,cash_back,809,excellent,23
C_ID_2c19d00103,2017-11,cash_back,480,bad,73
C_ID_2c1e3bff49,2017-11,cash_back,568,bad,80
C_ID_2c1ebe5ec5,2016-09,cash_back,548,bad,22
C_ID_2c1fad23b6,2016-05,dining_entertainment,435,bad,52
C_ID_2c20a4feee,2016-12,dining_entertainment,468,bad,92
C_ID_2c2114ee16,2016-09,travel,782,excellent,99
C_ID_2c21aea0fa,2015-01,cash_back,573,bad,52
C_ID_2c2249ae76,2016-04,travel,733,excellent,83
C_ID_2c23749de8,2017-01,cash_back,337,bad,32
C_ID_2c26e4cfee,2017-08,travel,390,bad,34
C_ID_2c287cbab6,2017-04,dining_entertainment,651,fair,39
C_ID_2c29d6365c,2015-12,cash_back,672,fair,42
C_ID_2c2a572cb2,2017-02,cash_back,521,bad,30
C_ID_2c2b233ccd,2016-12,cash_back,814,excellent,27
C_ID_2c2d0ac5c4,2017-07,travel,403,bad,65
C_ID_2c2d655dd9,2017-08,cash_back,459,bad,57
C_ID_2c2e84c99d,2017-07,dining_entertainment,693,good,41
C_ID_2c31cfae76,2016-08,cash_back,691,good,89
C_ID_2c3968fcdc,2017-03,cash_back,783,excellent,61
C_ID_2c39f04244,2017-10,cash_back,458,bad,90
C_ID_2c3ab6207b,2017-03,cash_back,798,excellent,58
C_ID_2c3b365df4,2017-11,cash_back,635,fair,27
C_ID_2c3b4b1bea,2015-10,cash_back,701,good,19
C_ID_2c3bcd1a32,2017-11,dining_entertainment,488,bad,28
C_ID_2c3c350e35,2017-09,cash_back,606,bad,62
C_ID_2c3d7b76ea,2017-11,dining_entertainment,329,bad,25
C_ID_2c3eb8c0e7,2017-09,cash_back,663,fair,31
C_ID_2c406bf654,2016-07,cash_back,538,bad,19
C_ID_2c4175b876,2017-11,dining_entertainment,837,excellent,25
C_ID_2c42448f33,2016-12,cash_back,417,bad,47
C_ID_2c424935c0,2017-09,travel,620,bad,32
C_ID_2c4575a3b0,2017-11,cash_back,711,good,63
C_ID_2c45dfbb52,2016-12,dining_entertainment,798,excellent,93
C_ID_2c460e38ca,2017-07,cash_back,429,bad,41
C_ID_2c47a53889,2017-09,cash_back,731,excellent,59
C_ID_2c4877d34d,2016-12,cash_back,662,fair,47
C_ID_2c4a4d7a0f,2015-12,cash_back,842,excellent,59
C_ID_2c4c95c90d,2017-10,cash_back,618,bad,55
C_ID_2c4dd5f3a7,2017-06,travel,677,fair,82
C_ID_2c4ee97468,2017-05,cash_back,770,excellent,69
C_ID_2c4fb59d0c,2016-07,travel,332,bad,60
C_ID_2c543facc6,2017-07,dining_entertainment,338,bad,37
C_ID_2c54f4fb2d,2017-02,travel,346,bad,22
C_ID_2c564dd8f9,2017-02,cash_back,665,fair,27
C_ID_2c5b198943,2017-09,travel,619,bad,86
C_ID_2c5cde9c12,2017-08,travel,743,excellent,59
C_ID_2c5f0e4498,2017-01,dining_entertainment,455,bad,35
C_ID_2c5fe74fc3,2017-11,cash_back,590,bad,32
C_ID_2c6047658c,2016-12,cash_back,302,bad,51
C_ID_2c61d164ba,2017-09,cash_back,316,bad,46
C_ID_2c64ff6e82,2016-05,cash_back,752,excellent,91
C_ID_2c659b5fd7,2017-10,cash_back,301,bad,47
C_ID_2c65b98355,2016-11,dining_entertainment,733,excellent,20
C_ID_2c6b27a780,2016-12,cash_back,577,bad,38
C_ID_2c6b5434e4,2016-05,travel,398,bad,82
C_ID_2c6d81c742,2017-12,travel,379,bad,59
C_ID_2c71763a4c,2016-04,dining_entertainment,395,bad,25
C_ID_2c7235b3f6,2016-12,cash_back,376,bad,28
C_ID_2c742dd76f,2016-08,travel,763,excellent,56
C_ID_2c74776e72,2013-05,dining_entertainment,490,bad,61
C_ID_2c775267b9,2016-07,cash_back,767,excellent,25
C_ID_2c77b17c6d,2016-11,dining_entertainment,736,excellent,41
C_ID_2c783ca2b6,2016-11,cash_back,309,bad,22
C_ID_2c78406d4d,2017-07,cash_back,572,bad,37
C_ID_2c7898bfd7,2017-02,cash_back,619,bad,87
C_ID_2c79f73400,2017-11,cash_back,692,good,43
C_ID_2c7a1b71a6,2015-08,dining_entertainment,773,excellent,37
C_ID_2c7ae67a83,2017-02,cash_back,564,bad,79
C_ID_2c7c4f247d,2015-10,cash_back,773,excellent,24
C_ID_2c7c946491,2016-12,travel,758,excellent,63
C_ID_2c7cff77ef,2017-10,dining_entertainment,606,bad,79
C_ID_2c7d27f1e3,2017-11,travel,706,good,46
C_ID_2c7eabd407,2017-06,travel,435,bad,33
C_ID_2c7f89f185,2016-05,dining_entertainment,732,excellent,94
C_ID_2c7fdcc7b8,2017-06,travel,682,fair,33
C_ID_2c822d1b67,2017-06,cash_back,323,bad,53
C_ID_2c85b7eebb,2013-03,cash_back,682,fair,26
C_ID_2c86a6f3cb,2017-07,dining_entertainment,371,bad,48
C_ID_2c8765cd34,2017-08,travel,391,bad,29
C_ID_2c88731ca8,2017-10,cash_back,812,excellent,39
C_ID_2c8c2ccde3,2015-12,travel,741,excellent,45
C_ID_2c8cbb365a,2015-08,dining_entertainment,788,excellent,35
C_ID_2c8dfbb38f,2016-11,cash_back,758,excellent,26
C_ID_2c8e814391,2017-03,dining_entertainment,554,bad,71
C_ID_2c8eb5c4b2,2017-06,cash_back,395,bad,56
C_ID_2c90f86e11,2017-07,cash_back,332,bad,54
C_ID_2c917c5d56,2017-07,cash_back,531,bad,49
C_ID_2c9241b194,2017-07,travel,304,bad,45
C_ID_2c95c2965e,2017-06,cash_back,845,excellent,32
C_ID_2c96961f6a,2016-09,dining_entertainment,641,fair,34
C_ID_2c98329172,2017-05,dining_entertainment,798,excellent,22
C_ID_2c98c28052,2016-11,travel,468,bad,33
C_ID_2c99e35f37,2016-12,cash_back,505,bad,18
C_ID_2c9a015239,2017-12,cash_back,461,bad,56
C_ID_2c9abd3ca8,2017-01,cash_back,677,fair,36
C_ID_2c9d15a08f,2017-12,cash_back,494,bad,46
C_ID_2c9d9b782d,2016-11,cash_back,553,bad,99
C_ID_2c9e039e64,2017-06,cash_back,551,bad,48
C_ID_2ca19935dd,2017-12,cash_back,681,fair,36
C_ID_2ca1d887a6,2016-12,cash_back,642,fair,47
C_ID_2ca2383a62,2015-10,cash_back,409,bad,25
C_ID_2ca298c2af,2016-11,travel,742,excellent,34
C_ID_2ca4ba15d8,2016-11,cash_back,447,bad,42
C_ID_2ca4bfe47f,2017-10,cash_back,759,excellent,77
C_ID_2ca5b01d04,2017-06,cash_back,312,bad,83
C_ID_2ca89093a7,2016-12,cash_back,706,good,20
C_ID_2caac2e56d,2017-09,travel,374,bad,19
C_ID_2caad1544e,2016-09,cash_back,523,bad,91
C_ID_2cac6ab428,2017-04,dining_entertainment,777,excellent,44
C_ID_2cad6bd61e,2017-05,dining_entertainment,672,fair,55
C_ID_2cae2dac68,2016-05,cash_back,624,bad,25
C_ID_2cb63eebf0,2017-10,dining_entertainment,479,bad,93
C_ID_2cb7035588,2017-04,travel,301,bad,29
C_ID_2cb8f5c6e8,2017-08,cash_back,410,bad,48
C_ID_2cb9568de6,2016-04,travel,808,excellent,58
C_ID_2cbacbdbf5,2017-02,travel,517,bad,71
C_ID_2cbb11df1a,2017-07,cash_back,706,good,36
C_ID_2cbc375398,2017-03,travel,786,excellent,27
C_ID_2cbe1fdf44,2015-06,cash_back,535,bad,81
C_ID_2cbf139edb,2016-11,cash_back,374,bad,60
C_ID_2cc009e034,2017-11,cash_back,578,bad,37
C_ID_2cc1b38231,2017-07,cash_back,303,bad,24
C_ID_2cc30f0a22,2017-09,travel,740,excellent,32
C_ID_2cc34bc536,2017-09,travel,741,excellent,94
C_ID_2cc6544795,2016-08,cash_back,531,bad,34
C_ID_2cc6d11c61,2015-09,cash_back,721,excellent,87
C_ID_2cc7a9d5a3,2017-12,cash_back,568,bad,29
C_ID_2cc7b7e116,2017-06,cash_back,544,bad,33
C_ID_2cc886b0d1,2017-07,cash_back,811,excellent,45
C_ID_2ccab371d5,2017-09,cash_back,813,excellent,32
C_ID_2ccc7657f3,2017-06,dining_entertainment,690,good,24
C_ID_2cccfa2cdc,2017-07,cash_back,555,bad,23
C_ID_2ccd148c87,2017-11,cash_back,826,excellent,19
C_ID_2cce46c92f,2017-06,travel,341,bad,30
C_ID_2cd21188e4,2016-02,cash_back,382,bad,99
C_ID_2cd260038e,2017-09,cash_back,803,excellent,32
C_ID_2cd563e4a8,2016-11,cash_back,747,excellent,51
C_ID_2cd6242217,2017-09,cash_back,492,bad,60
C_ID_2cd9631093,2016-09,dining_entertainment,470,bad,42
C_ID_2cdbf01e55,2017-07,dining_entertainment,502,bad,83
C_ID_2cdc711a30,2016-12,cash_back,724,excellent,90
C_ID_2ce07b5c33,2017-12,cash_back,479,bad,44
C_ID_2ce08437b4,2016-12,travel,808,excellent,26
C_ID_2ce1c19fa6,2017-09,dining_entertainment,700,good,35
C_ID_2ce2d1ad01,2016-04,cash_back,384,bad,36
C_ID_2ce2fa78f0,2017-08,cash_back,427,bad,52
C_ID_2ce338b24a,2017-12,cash_back,431,bad,37
C_ID_2ce3e23589,2017-05,travel,412,bad,57
C_ID_2ce49e1450,2014-12,cash_back,801,excellent,77
C_ID_2ce636499c,2017-06,cash_back,732,excellent,33
C_ID_2ce9fc66cb,2017-07,travel,664,fair,28
C_ID_2cea6f07ce,2017-08,dining_entertainment,386,bad,20
C_ID_2cebc24e1f,2016-07,cash_back,559,bad,94
C_ID_2cec261727,2017-12,travel,722,excellent,50
C_ID_2cecf4324f,2016-09,cash_back,847,excellent,24
C_ID_2ced5b5e32,2017-10,cash_back,739,excellent,23
C_ID_2cee4a439e,2016-12,dining_entertainment,613,bad,41
C_ID_2cefa68b96,2017-05,cash_back,493,bad,68
C_ID_2cf09f1187,2017-11,cash_back,428,bad,34
C_ID_2cf1328392,2015-11,cash_back,486,bad,67
C_ID_2cf28462f3,2016-09,cash_back,455,bad,29
C_ID_2cf697ad0c,2017-10,cash_back,748,excellent,37
C_ID_2cf6b0803d,2017-02,travel,429,bad,51
C_ID_2cf8ab6b0d,2016-08,travel,843,excellent,77
C_ID_2cfc2bcc3b,2016-10,dining_entertainment,818,excellent,40
C_ID_2d00db438f,2017-12,dining_entertainment,744,excellent,41
C_ID_2d039d5e3c,2016-02,cash_back,749,excellent,37
C_ID_2d0446d7b2,2016-12,travel,557,bad,41
C_ID_2d04762df3,2017-07,travel,652,fair,76
C_ID_2d057f1d19,2017-01,cash_back,451,bad,19
C_ID_2d08f1462b,2017-10,cash_back,374,bad,31
C_ID_2d0a4c6668,2017-08,cash_back,517,bad,41
C_ID_2d0c1b733b,2017-05,travel,765,excellent,77
C_ID_2d0c381839,2017-09,cash_back,473,bad,21
C_ID_2d0f906c9d,2017-10,cash_back,437,bad,23
C_ID_2d10a6664d,2017-10,cash_back,621,bad,87
C_ID_2d11db864b,2016-02,dining_entertainment,417,bad,68
C_ID_2d12983c8c,2017-11,cash_back,844,excellent,19
C_ID_2d1412de75,2015-12,travel,572,bad,34
C_ID_2d14f26278,2016-08,cash_back,612,bad,62
C_ID_2d1500c58f,2017-06,travel,350,bad,32
C_ID_2d15f7b3bf,2014-12,dining_entertainment,566,bad,45
C_ID_2d1813c966,2017-09,cash_back,410,bad,56
C_ID_2d191408dd,2017-10,cash_back,337,bad,53
C_ID_2d1a0a9927,2017-08,travel,568,bad,25
C_ID_2d1ae35019,2016-10,dining_entertainment,759,excellent,42
C_ID_2d1c0eb2d4,2017-10,cash_back,686,fair,40
C_ID_2d1d896a62,2017-10,travel,382,bad,31
C_ID_2d1fec14d8,2016-12,travel,430,bad,75
C_ID_2d21abd211,2017-10,travel,788,excellent,19
C_ID_2d222d365e,2017-02,cash_back,794,excellent,84
C_ID_2d23ed0d25,2017-09,travel,407,bad,65
C_ID_2d244e68e9,2017-12,dining_entertainment,394,bad,18
C_ID_2d26188b67,2017-12,cash_back,615,bad,57
C_ID_2d2678a2df,2017-05,travel,440,bad,43
C_ID_2d28364cf3,2017-08,cash_back,807,excellent,39
C_ID_2d2980b490,2017-05,dining_entertainment,334,bad,33
C_ID_2d2a4a9146,2016-12,cash_back,563,bad,43
C_ID_2d2bc527b5,2017-07,travel,569,bad,66
C_ID_2d2c37eae3,2016-12,cash_back,455,bad,33
C_ID_2d306d9d6b,2017-07,dining_entertainment,584,bad,23
C_ID_2d31688276,2015-06,cash_back,512,bad,27
C_ID_2d31800223,2015-09,cash_back,330,bad,30
C_ID_2d3263f66e,2017-03,cash_back,302,bad,23
C_ID_2d334d2908,2017-06,dining_entertainment,478,bad,25
C_ID_2d3397b655,2015-03,cash_back,603,bad,31
C_ID_2d3606c9ad,2017-12,travel,355,bad,44
C_ID_2d384986e7,2014-03,cash_back,687,fair,54
C_ID_2d38c37abf,2015-03,dining_entertainment,631,fair,54
C_ID_2d39359e72,2017-11,cash_back,738,excellent,63
C_ID_2d3b1b8122,2016-12,cash_back,548,bad,36
C_ID_2d3b853974,2017-11,dining_entertainment,676,fair,26
C_ID_2d3cfe2e96,2017-07,travel,838,excellent,29
C_ID_2d3e0656f1,2016-06,cash_back,435,bad,48
C_ID_2d4292506a,2017-07,cash_back,379,bad,24
C_ID_2d42dbb5fd,2016-11,travel,567,bad,36
C_ID_2d43abdbb2,2017-11,cash_back,306,bad,78
C_ID_2d49bbc30d,2015-12,dining_entertainment,633,fair,53
C_ID_2d4bc7be63,2015-07,cash_back,557,bad,57
C_ID_2d4f868c41,2017-08,cash_back,441,bad,43
C_ID_2d5058b97e,2017-11,travel,686,fair,38
C_ID_2d5186e700,2016-09,cash_back,635,fair,63
C_ID_2d51b7f135,2017-09,cash_back,790,excellent,31
C_ID_2d526a4394,2017-09,cash_back,833,excellent,68
C_ID_2d529465c9,2016-09,cash_back,716,good,50
C_ID_2d572c6dee,2017-09,dining_entertainment,709,good,70
C_ID_2d5872452d,2017-09,dining_entertainment,749,excellent,45
C_ID_2d58747dc1,2016-12,dining_entertainment,495,bad,60
C_ID_2d58a10b95,2017-10,cash_back,428,bad,54
C_ID_2d59adcabc,2016-06,travel,496,bad,95
C_ID_2d617e8206,2017-05,cash_back,431,bad,40
C_ID_2d621f7b61,2017-03,travel,736,excellent,88
C_ID_2d6553adc3,2015-12,cash_back,728,excellent,38
C_ID_2d65804c41,2017-06,cash_back,377,bad,45
C_ID_2d662619e2,2017-07,travel,389,bad,46
C_ID_2d688afcc5,2017-08,travel,305,bad,21
C_ID_2d689267b6,2017-11,cash_back,596,bad,97
C_ID_2d696e8d6d,2017-07,cash_back,368,bad,18
C_ID_2d6a261934,2017-12,travel,562,bad,94
C_ID_2d6c365850,2012-05,travel,721,excellent,30
C_ID_2d6f5553c6,2017-03,cash_back,638,fair,64
C_ID_2d6ff8cae0,2014-04,cash_back,824,excellent,88
C_ID_2d702ef87e,2016-09,cash_back,336,bad,47
C_ID_2d7149e959,2017-04,cash_back,342,bad,59
C_ID_2d7686935f,2017-09,dining_entertainment,415,bad,26
C_ID_2d7a0fae1c,2014-09,dining_entertainment,484,bad,55
C_ID_2d7ae390e2,2016-04,travel,661,fair,23
C_ID_2d7b937b23,2017-01,cash_back,728,excellent,45
C_ID_2d7bacc150,2017-05,cash_back,664,fair,23
C_ID_2d7c04c227,2016-11,dining_entertainment,788,excellent,44
C_ID_2d7d9e2895,2017-07,cash_back,629,bad,36
C_ID_2d7e1a3fa4,2017-09,cash_back,805,excellent,20
C_ID_2d7f6dc261,2016-11,travel,598,bad,29
C_ID_2d8315aa9f,2015-08,travel,753,excellent,53
C_ID_2d83746fb9,2016-08,cash_back,760,excellent,61
C_ID_2d83e450ea,2017-06,dining_entertainment,686,fair,41
C_ID_2d8750aae9,2013-10,cash_back,658,fair,59
C_ID_2d87d9ab1c,2017-12,cash_back,763,excellent,29
C_ID_2d87f3d67f,2017-04,dining_entertainment,689,fair,22
C_ID_2d88b8505f,2017-10,cash_back,786,excellent,37
C_ID_2d8919d532,2017-11,travel,322,bad,20
C_ID_2d89e32bf1,2016-10,dining_entertainment,349,bad,78
C_ID_2d8a3524bd,2017-01,cash_back,669,fair,63
C_ID_2d8a4bf695,2016-05,travel,359,bad,23
C_ID_2d8baef2fe,2017-08,dining_entertainment,438,bad,80
C_ID_2d8ca9302b,2017-09,cash_back,657,fair,57
C_ID_2d8d12eabf,2017-04,travel,332,bad,43
C_ID_2d8d83ccb0,2016-12,travel,369,bad,43
C_ID_2d8e3f689f,2015-01,cash_back,429,bad,40
C_ID_2d91ec7d17,2016-06,cash_back,663,fair,54
C_ID_2d92816626,2016-12,travel,341,bad,29
C_ID_2d92b68cb9,2016-10,cash_back,360,bad,68
C_ID_2d95315d06,2017-11,cash_back,648,fair,23
