since_first_active_month_parsed_days,reward_int,cardholder_fico_score,Range_int,cardholder_age
2979,1,332,0,44
2979,1,576,0,78
2614,0,403,0,57
2826,1,695,2,27
2795,1,596,0,84
2614,1,354,0,26
2826,2,337,0,24
2614,0,442,0,27
2491,1,449,0,26
2764,1,656,1,86
2705,1,728,3,37
2675,0,552,0,38
3922,0,794,3,31
2644,1,630,1,33
3040,1,837,3,72
2795,2,403,0,67
2675,1,487,0,82
2552,1,760,3,33
2826,1,751,3,23
2826,1,364,0,42
3436,2,542,0,33
3070,1,512,0,59
2644,1,556,0,75
2614,2,587,0,55
2736,1,398,0,54
2461,0,454,0,72
2705,1,712,2,77
2583,1,607,0,19
2614,1,786,3,23
3495,1,615,0,68
2644,2,400,0,55
2705,0,403,0,36
2552,1,535,0,63
2461,1,338,0,48
2856,2,694,2,67
2764,0,709,2,18
2644,0,727,3,77
2675,2,364,0,19
2461,1,714,2,61
2675,1,381,0,41
2522,1,750,3,24
2461,0,313,0,18
2856,0,832,3,48
2979,2,352,0,52
2491,1,465,0,42
2826,1,479,0,55
2614,2,354,0,43
2552,1,733,3,47
2522,0,814,3,53
2675,2,419,0,37
2826,1,318,0,64
2705,1,683,1,77
2552,1,697,2,43
2552,2,788,3,51
2764,1,616,0,65
2522,1,398,0,28
2826,2,378,0,44
3253,0,716,2,58
3101,1,444,0,25
2491,0,582,0,39
2491,1,769,3,45
3192,1,675,1,73
3283,1,360,0,46
2552,1,728,3,33
2552,1,528,0,40
2675,0,737,3,29
3040,1,753,3,33
2795,1,459,0,23
2461,0,739,3,51
2764,1,453,0,75
2614,1,796,3,28
2826,1,698,2,53
2887,2,437,0,19
3192,1,838,3,34
4044,1,744,3,42
2552,2,561,0,45
2552,1,745,3,18
3161,0,489,0,29
2764,1,820,3,35
2552,0,689,1,36
2736,2,402,0,50
2583,1,761,3,34
2552,2,491,0,76
2491,1,789,3,26
2614,2,487,0,23
2583,1,662,1,50
2461,1,816,3,54
2552,1,646,1,88
2491,1,568,0,28
3375,2,514,0,24
2583,1,309,0,71
2705,1,540,0,44
2675,1,399,0,36
2522,0,826,3,46
2614,2,618,0,28
2764,1,322,0,75
3253,1,835,3,36
2856,1,662,1,42
2705,0,664,1,54
2522,1,680,1,36
2522,1,620,0,83
2856,0,355,0,24
2887,1,576,0,92
2552,2,422,0,61
2583,1,764,3,23
3101,1,373,0,29
2675,1,792,3,36
2795,1,428,0,19
2522,1,482,0,87
2461,1,694,2,38
2491,0,534,0,42
3679,1,664,1,31
2675,1,763,3,88
3070,0,447,0,95
2795,1,628,0,77
3192,1,301,0,38
2826,2,633,1,61
2644,0,312,0,28
2948,0,424,0,26
3740,2,401,0,47
2583,0,551,0,77
2644,1,429,0,30
3009,1,325,0,28
3161,1,638,1,32
2552,1,356,0,42
2705,1,440,0,44
2491,1,377,0,20
2552,1,732,3,23
2461,0,815,3,36
2736,1,663,1,74
2675,1,488,0,27
2675,1,452,0,25
3192,1,819,3,41
2887,1,311,0,38
2461,0,326,0,60
2583,1,358,0,21
3557,1,540,0,93
2522,0,377,0,36
2795,1,650,1,49
2917,2,462,0,55
3345,1,402,0,35
2583,2,642,1,38
2583,2,739,3,69
2948,2,736,3,58
3040,2,458,0,24
3161,2,496,0,31
2736,0,707,2,32
2675,0,477,0,94
2614,1,806,3,22
2552,1,399,0,57
2552,1,794,3,39
2795,1,480,0,37
2583,1,761,3,64
2522,1,485,0,61
2614,0,370,0,67
2948,1,703,2,25
4013,1,753,3,94
2826,1,727,3,25
2856,1,812,3,51
2705,1,362,0,38
2522,1,532,0,72
2764,2,811,3,51
2948,0,663,1,68
2887,0,389,0,21
3070,2,830,3,27
2795,2,358,0,53
2826,0,392,0,58
2583,1,531,0,32
2522,1,781,3,29
2764,1,621,0,91
2461,1,792,3,22
2795,0,383,0,53
3009,0,356,0,83
2552,2,818,3,37
2552,0,718,2,57
3345,1,516,0,99
2736,1,450,0,29
2461,0,733,3,64
2522,2,485,0,27
3192,1,766,3,51
2461,1,658,1,64
2856,1,683,1,75
2614,2,510,0,42
2552,0,456,0,48
3891,1,848,3,26
2705,2,314,0,25
2491,1,631,1,38
2705,1,459,0,96
3101,1,476,0,97
2764,1,774,3,66
2736,1,329,0,62
2552,0,322,0,39
2552,0,561,0,22
2948,2,634,1,82
2856,2,429,0,87
2705,1,321,0,71
2491,1,740,3,86
3070,0,389,0,31
3648,1,647,1,25
2795,1,631,1,87
2614,0,848,3,33
2552,2,762,3,30
2705,1,843,3,29
2795,1,574,0,26
2491,2,504,0,91
2917,1,408,0,37
2764,0,694,2,27
2764,1,628,0,30
3192,1,449,0,69
2826,0,453,0,32
2491,2,707,2,46
2856,0,445,0,29
3314,1,759,3,61
3192,2,448,0,44
2583,1,352,0,44
2675,0,670,1,94
2522,1,670,1,20
2705,1,650,1,96
2583,0,754,3,19
3040,0,675,1,41
3130,1,695,2,76
2461,1,640,1,55
2675,1,459,0,54
2644,0,748,3,94
2552,0,821,3,25
2522,0,828,3,22
2522,2,447,0,21
2614,1,658,1,92
2552,0,648,1,92
2583,0,554,0,63
3495,1,561,0,50
2491,2,436,0,83
2461,0,632,1,29
2948,1,365,0,47
2522,1,671,1,55
2764,2,464,0,87
3983,1,841,3,64
3130,1,475,0,31
2826,1,796,3,48
2614,0,413,0,73
2522,1,529,0,68
2705,0,774,3,51
2522,1,546,0,30
2522,2,817,3,21
2675,1,471,0,93
3436,1,650,1,90
2583,1,775,3,56
2552,0,586,0,54
2522,2,358,0,34
2856,1,331,0,41
2491,1,313,0,47
2795,1,820,3,29
3495,2,795,3,36
2583,1,645,1,33
2979,1,610,0,65
2948,0,804,3,37
2856,1,758,3,43
2795,0,473,0,44
2552,1,731,3,22
3130,2,478,0,37
3557,1,318,0,89
2917,0,801,3,49
2522,1,601,0,82
2644,1,379,0,53
2979,2,681,1,52
2856,2,353,0,22
3040,2,533,0,57
2736,1,686,1,31
2826,1,705,2,20
2675,1,763,3,89
2552,0,659,1,20
2552,0,696,2,61
2522,1,814,3,35
2979,2,529,0,84
2948,0,417,0,76
3436,0,682,1,20
3192,1,651,1,22
3587,1,347,0,62
3222,2,750,3,27
2583,0,734,3,32
2979,2,596,0,28
3101,1,721,3,91
2856,0,460,0,32
2856,1,627,0,77
2491,1,742,3,35
2491,2,676,1,19
2552,0,683,1,56
2764,2,767,3,22
2917,1,412,0,49
2552,1,505,0,37
3070,1,587,0,46
2461,0,404,0,24
2979,1,660,1,71
2736,1,719,2,47
2461,1,324,0,34
3070,1,381,0,41
2675,1,734,3,89
2583,2,368,0,35
2522,0,465,0,28
2522,0,381,0,25
2764,0,817,3,44
2583,0,533,0,55
2491,1,806,3,60
2491,0,582,0,33
3253,1,348,0,23
2705,1,550,0,29
2887,0,524,0,66
2552,1,344,0,85
2461,1,671,1,78
2461,0,380,0,33
2491,2,321,0,22
2705,1,406,0,55
2644,0,308,0,37
2736,1,359,0,51
2552,1,659,1,42
3710,1,805,3,31
2491,1,631,1,36
2764,0,329,0,41
2826,0,493,0,35
2826,1,441,0,70
2583,1,659,1,91
2614,1,504,0,23
2552,1,507,0,25
2614,1,464,0,51
3222,1,437,0,46
2644,0,466,0,65
2522,2,342,0,47
3192,0,639,1,27
2644,1,594,0,51
3618,1,741,3,55
2764,1,409,0,34
2522,0,472,0,64
2887,1,511,0,28
2614,1,376,0,32
2552,1,722,3,40
2614,1,699,2,22
3070,1,539,0,26
2614,2,438,0,63
3436,1,687,1,65
2522,1,407,0,50
2614,1,462,0,59
2979,0,844,3,37
2461,0,737,3,36
3070,2,607,0,40
2764,1,332,0,100
2887,1,787,3,39
2552,1,669,1,65
2826,1,711,2,40
2826,1,431,0,40
2491,1,677,1,38
2979,1,681,1,39
2948,0,827,3,23
3192,2,578,0,90
2552,1,577,0,28
2552,1,503,0,56
2552,1,711,2,24
2736,0,664,1,95
3009,2,509,0,22
2491,1,631,1,77
2614,0,718,2,39
3009,0,361,0,26
2826,1,728,3,64
2764,1,497,0,73
2491,1,744,3,60
2522,1,456,0,32
2826,0,539,0,21
2887,1,388,0,49
2736,1,654,1,77
2826,1,448,0,49
2795,1,542,0,79
3101,1,558,0,38
2795,0,340,0,86
2583,1,830,3,29
2522,0,723,3,45
3222,1,308,0,29
3192,2,768,3,37
2522,1,817,3,33
2826,0,800,3,38
2887,1,846,3,39
2461,1,560,0,63
2979,2,505,0,93
2583,1,402,0,78
3009,1,675,1,57
3009,2,749,3,29
2948,1,515,0,89
2795,2,789,3,50
2887,1,774,3,81
2795,2,442,0,57
3040,0,638,1,87
2461,0,845,3,30
2644,1,838,3,77
2522,2,733,3,66
2583,2,597,0,89
2979,1,749,3,60
2887,2,387,0,70
3283,1,652,1,61
3101,1,791,3,36
3070,2,527,0,70
2856,1,642,1,24
2614,1,448,0,33
2552,2,360,0,30
3009,1,311,0,53
2826,1,613,0,28
2461,1,702,2,84
2583,2,449,0,62
2461,0,442,0,28
2644,1,459,0,34
2491,1,459,0,43
2461,2,506,0,60
2795,1,754,3,33
2675,1,477,0,84
2522,1,529,0,47
2614,1,769,3,36
2522,2,402,0,59
2522,1,762,3,58
2461,0,424,0,19
2522,2,529,0,19
2795,1,631,1,19
2826,1,438,0,21
2644,1,763,3,66
2491,1,608,0,22
3406,1,606,0,74
2491,0,850,3,61
3618,2,405,0,33
2948,1,712,2,19
2644,1,638,1,69
3495,1,535,0,51
2795,2,362,0,36
2705,1,724,3,23
2522,1,515,0,59
2736,1,628,0,30
2979,1,781,3,61
2948,1,341,0,30
2705,0,563,0,36
2522,1,781,3,31
3192,2,495,0,65
2522,1,654,1,87
2583,1,582,0,99
2736,1,519,0,55
2644,2,522,0,69
2491,2,407,0,24
2736,1,680,1,84
2644,0,840,3,31
2917,1,563,0,42
2675,0,767,3,81
2764,2,790,3,61
2887,1,412,0,24
2764,1,740,3,39
2583,1,547,0,26
2917,1,796,3,94
2522,0,805,3,80
2522,1,554,0,88
2552,1,313,0,25
2461,1,734,3,28
2491,1,476,0,23
2461,1,504,0,58
4075,1,558,0,30
2552,2,351,0,21
2644,0,753,3,48
2461,0,758,3,48
2552,1,772,3,86
2522,2,513,0,44
2644,0,596,0,94
2461,0,692,2,31
3040,1,398,0,36
2583,2,792,3,46
2795,2,575,0,94
2644,2,612,0,46
3009,1,523,0,48
2552,1,825,3,48
2522,1,661,1,86
2583,1,727,3,41
2795,0,743,3,96
2522,1,414,0,39
2856,0,449,0,47
2948,0,683,1,19
2644,1,306,0,79
2764,1,500,0,25
3040,1,351,0,34
2583,2,667,1,38
2614,0,471,0,49
2887,2,516,0,23
2795,1,767,3,34
2705,1,653,1,59
2614,2,819,3,38
2795,1,424,0,60
3618,1,603,0,49
2675,0,588,0,92
2522,0,444,0,48
2795,2,314,0,40
2644,0,758,3,50
2583,1,380,0,57
2948,1,578,0,36
2887,1,771,3,22
3040,2,548,0,38
2522,0,375,0,72
2522,1,513,0,68
2491,1,675,1,70
2461,1,348,0,62
2764,1,813,3,42
2917,1,435,0,70
2887,0,400,0,25
2614,0,726,3,83
2705,1,570,0,67
2614,0,443,0,39
2644,2,743,3,76
2675,2,522,0,29
2764,1,742,3,34
2887,1,757,3,52
2491,1,428,0,55
3740,1,472,0,28
2736,0,847,3,56
2826,1,752,3,20
2826,2,797,3,61
2522,0,487,0,72
2795,1,517,0,59
2736,1,446,0,59
2614,1,683,1,24
2491,1,613,0,27
2644,1,462,0,42
2705,1,335,0,24
2522,1,474,0,34
2522,1,549,0,43
2614,1,791,3,61
2461,0,439,0,62
2736,2,433,0,47
2856,0,577,0,87
2917,0,603,0,76
2491,2,409,0,56
2675,0,771,3,54
2491,1,446,0,31
2795,0,803,3,50
2461,1,375,0,47
2948,1,310,0,42
2764,1,673,1,18
2583,1,359,0,44
2705,1,817,3,56
2491,2,831,3,54
2705,1,641,1,23
2736,1,493,0,36
2736,1,637,1,27
2675,2,430,0,56
2979,2,826,3,32
2795,1,841,3,83
2552,1,489,0,50
2764,1,436,0,35
2552,1,477,0,29
2522,1,751,3,54
2522,1,688,1,31
2644,2,693,2,32
2583,2,660,1,94
2644,1,530,0,88
2826,1,441,0,20
2583,0,801,3,32
2583,1,663,1,44
2522,2,460,0,26
2522,1,841,3,41
2522,2,763,3,97
2522,1,416,0,99
2461,1,774,3,71
3406,1,678,1,85
2614,1,818,3,43
2583,1,735,3,83
3283,0,436,0,45
2522,2,373,0,19
2764,1,425,0,98
2491,2,368,0,89
3040,1,817,3,29
2583,0,565,0,32
2491,1,653,1,51
2887,1,577,0,33
2552,2,375,0,45
2614,1,792,3,58
2795,1,386,0,18
2856,2,813,3,59
2522,0,711,2,34
2522,1,478,0,33
2522,2,492,0,27
2583,2,329,0,55
2461,1,755,3,39
2675,1,399,0,44
2764,2,725,3,90
2675,0,319,0,40
2887,0,543,0,74
2614,0,392,0,53
2675,1,577,0,24
3040,1,494,0,59
2675,1,530,0,38
2583,1,441,0,23
2675,1,795,3,25
2795,2,473,0,61
3406,0,635,1,46
2552,1,497,0,27
3009,1,431,0,56
2887,0,434,0,20
3283,1,829,3,32
3161,0,823,3,62
2552,1,597,0,29
2795,0,480,0,87
2736,2,729,3,98
2614,2,724,3,41
2644,0,798,3,55
2764,1,325,0,18
2614,1,650,1,60
2614,1,376,0,74
2887,0,635,1,70
3495,1,560,0,69
2491,0,485,0,81
2583,2,644,1,71
2644,0,573,0,68
3009,2,821,3,27
2764,1,536,0,94
2917,2,313,0,76
2644,1,766,3,25
2522,1,605,0,56
2552,0,586,0,80
2522,1,445,0,93
2948,1,742,3,22
2764,0,427,0,63
2491,0,511,0,90
2614,2,805,3,33
2764,1,521,0,72
2736,1,716,2,63
2552,1,774,3,25
3070,2,534,0,38
2764,1,303,0,44
2583,1,613,0,46
2552,1,410,0,21
3009,2,534,0,22
2614,0,368,0,41
2491,0,503,0,45
2644,0,651,1,19
2736,1,308,0,40
2522,1,419,0,96
2583,2,661,1,57
3130,0,652,1,90
2614,0,368,0,28
2552,1,586,0,46
2795,1,583,0,80
2522,2,370,0,100
2491,2,709,2,34
2644,1,611,0,30
2614,1,772,3,51
2795,0,601,0,78
3283,1,345,0,31
2705,1,836,3,68
2430,1,485,0,66
2764,2,311,0,54
2705,1,390,0,41
2491,1,620,0,30
2583,1,785,3,50
2826,0,692,2,19
2644,0,791,3,38
2522,2,510,0,87
2826,0,622,0,72
2583,1,799,3,32
3009,0,586,0,37
2614,1,306,0,69
2491,1,327,0,46
2614,1,783,3,50
2826,1,469,0,56
2764,1,516,0,96
2644,0,474,0,40
2917,0,592,0,78
2736,1,314,0,23
2614,0,410,0,68
2644,1,425,0,36
2583,0,315,0,41
2614,1,596,0,23
2979,1,577,0,80
2614,2,591,0,40
3253,1,323,0,21
2764,1,554,0,22
3192,2,846,3,38
2583,1,846,3,42
2614,0,438,0,93
2522,1,414,0,35
3192,1,846,3,58
3314,1,321,0,40
3040,1,476,0,94
3130,2,588,0,18
2826,1,831,3,51
2491,1,780,3,26
2461,2,520,0,36
3192,1,848,3,40
2795,1,378,0,34
2461,2,699,2,37
2675,1,617,0,72
3983,1,749,3,22
2522,1,800,3,66
2522,1,643,1,36
3009,1,600,0,66
2948,1,527,0,74
2552,1,312,0,55
3314,1,827,3,30
2491,2,509,0,24
2795,1,688,1,49
2644,1,556,0,29
2675,1,325,0,38
2522,2,413,0,40
2736,0,321,0,40
2461,1,497,0,27
2826,1,818,3,39
2826,0,806,3,30
2795,0,427,0,31
2887,0,507,0,45
3222,1,709,2,100
2461,1,595,0,34
2979,1,686,1,57
2583,2,594,0,29
2705,2,349,0,51
2675,1,782,3,21
3253,0,491,0,90
2552,1,493,0,25
3009,2,797,3,76
2644,1,830,3,48
2795,1,306,0,22
2736,0,493,0,42
2764,1,755,3,25
2644,1,801,3,62
2826,1,452,0,28
2764,1,621,0,19
2552,1,371,0,45
2764,1,492,0,50
3467,0,458,0,77
2614,1,629,0,63
2522,0,437,0,39
2948,2,433,0,49
2614,2,555,0,46
3130,1,672,1,84
2614,0,648,1,32
2583,1,623,0,28
2705,1,467,0,73
2614,1,629,0,48
2461,1,779,3,60
2583,2,583,0,29
2644,1,845,3,24
2675,1,347,0,92
2552,1,788,3,82
2583,1,605,0,31
2522,1,541,0,52
2764,1,702,2,40
2461,1,484,0,44
2461,1,434,0,46
2614,1,484,0,23
2522,0,382,0,45
2614,1,503,0,50
2461,1,394,0,97
2522,2,678,1,85
2522,1,550,0,35
2856,1,720,3,28
2764,1,357,0,28
2614,2,351,0,36
2614,1,570,0,25
2491,1,489,0,31
2583,2,369,0,71
3406,1,519,0,20
2705,1,656,1,42
2522,2,441,0,68
2461,1,497,0,65
2614,1,480,0,27
2461,1,528,0,87
3345,1,742,3,20
2614,1,724,3,20
2461,2,326,0,61
2522,2,842,3,36
2856,2,305,0,29
2522,1,580,0,19
3009,1,797,3,27
3253,0,326,0,21
2491,1,622,0,26
2522,1,659,1,49
2795,2,742,3,65
2736,1,802,3,47
2795,1,661,1,47
2795,2,731,3,91
2826,1,755,3,74
2705,2,595,0,28
2552,1,339,0,80
2614,2,621,0,59
2644,1,396,0,20
2461,2,454,0,23
2522,1,685,1,50
2644,0,804,3,45
2736,2,433,0,31
2795,1,826,3,25
2552,0,819,3,39
2917,1,610,0,87
2795,0,776,3,51
2491,1,693,2,88
2522,2,802,3,50
2552,0,647,1,29
3283,1,818,3,26
2826,0,544,0,96
3832,1,577,0,20
3345,1,759,3,57
2583,2,321,0,46
2583,1,446,0,85
2644,1,659,1,29
2583,2,364,0,60
2736,0,420,0,31
3314,1,486,0,48
2522,1,745,3,27
2583,1,455,0,22
2736,1,417,0,33
3040,0,386,0,75
2522,1,801,3,21
2917,1,483,0,75
3283,1,846,3,34
2644,1,782,3,41
3192,1,374,0,38
2614,2,832,3,26
3040,1,604,0,44
2552,0,328,0,32
2614,2,479,0,62
3222,1,372,0,74
2887,2,603,0,65
2887,0,628,0,91
2736,2,594,0,32
2856,1,382,0,28
2979,1,684,1,34
2583,0,549,0,77
2795,1,372,0,31
2826,1,496,0,95
2522,0,761,3,22
2675,0,687,1,35
3587,2,364,0,55
4013,2,687,1,23
3222,1,480,0,40
2675,0,798,3,84
2552,1,575,0,46
2491,2,418,0,63
2764,1,365,0,28
2736,1,765,3,49
2795,0,569,0,78
2705,1,563,0,41
2583,1,731,3,26
2795,0,580,0,53
2461,2,675,1,36
2979,0,653,1,86
2795,1,391,0,47
2522,1,339,0,68
3557,1,748,3,55
2552,1,732,3,35
2583,0,637,1,21
3375,1,760,3,23
2583,1,773,3,33
2917,1,677,1,22
2644,2,768,3,21
2522,0,835,3,68
3192,2,687,1,92
3253,0,836,3,52
2826,1,656,1,21
2764,1,354,0,37
2826,1,478,0,65
2856,2,623,0,92
2948,1,338,0,29
2795,2,788,3,87
2705,2,447,0,29
2705,1,547,0,20
2917,2,564,0,65
2675,1,357,0,69
2887,1,494,0,53
2764,1,646,1,34
2522,1,307,0,41
2522,0,773,3,54
2522,0,337,0,52
2705,1,365,0,30
2552,1,617,0,84
2583,1,598,0,21
2887,1,364,0,91
2522,2,492,0,87
2736,1,425,0,51
2948,1,444,0,37
2826,2,798,3,60
2644,1,837,3,20
2856,1,305,0,59
2826,1,800,3,22
2522,1,587,0,62
2552,1,762,3,48
3101,2,545,0,93
2736,1,802,3,21
2795,1,784,3,75
2917,1,497,0,74
2552,2,339,0,63
2675,0,809,3,27
2856,1,396,0,45
2583,1,660,1,63
2491,2,329,0,21
2461,1,708,2,54
2552,1,517,0,23
2614,1,575,0,26
3375,2,652,1,30
2644,0,494,0,35
2461,2,431,0,42
2948,1,811,3,73
3009,1,749,3,72
2644,1,716,2,48
2583,1,450,0,30
2705,0,484,0,46
2856,1,323,0,29
2826,1,405,0,22
2705,1,339,0,21
3436,1,557,0,40
2705,1,572,0,39
3009,2,547,0,35
3406,0,841,3,20
3253,1,486,0,96
2644,2,529,0,38
2522,1,642,1,63
2583,1,606,0,25
3557,1,451,0,46
3070,0,604,0,19
2887,1,525,0,53
3040,1,509,0,45
2552,0,745,3,42
3587,1,327,0,29
2522,0,419,0,23
2856,2,593,0,49
2856,1,532,0,98
2795,0,350,0,66
2887,1,597,0,35
2552,1,382,0,72
2705,1,759,3,57
2461,0,481,0,60
2552,0,414,0,37
2736,2,371,0,96
2887,0,501,0,20
2583,2,550,0,84
2614,0,351,0,65
2522,0,633,1,84
2583,1,342,0,75
2705,0,830,3,31
2856,2,325,0,48
3161,1,721,3,41
2614,1,671,1,71
2826,2,418,0,18
2522,1,301,0,40
3130,1,723,3,59
2552,1,705,2,99
2887,2,758,3,54
2583,0,555,0,56
2917,1,786,3,64
3130,1,465,0,55
2461,1,331,0,98
2491,0,609,0,41
2461,2,632,1,23
2522,1,642,1,24
3009,1,388,0,35
2675,1,806,3,75
2461,0,367,0,39
2856,1,326,0,38
3192,1,585,0,37
2461,1,403,0,42
2491,0,713,2,27
2826,0,435,0,43
2795,2,552,0,55
2491,0,606,0,84
2644,0,366,0,85
2552,2,417,0,57
2552,1,575,0,77
2491,1,658,1,30
2461,1,301,0,33
3467,2,338,0,67
2917,1,822,3,47
2461,0,587,0,37
2856,1,305,0,19
3192,1,565,0,31
3467,1,505,0,48
3467,1,312,0,45
2736,1,541,0,50
2644,2,749,3,37
2764,0,634,1,30
2887,0,519,0,20
2736,1,516,0,55
2795,0,402,0,38
2826,1,492,0,87
2614,1,510,0,31
2491,1,766,3,24
2552,1,798,3,65
2552,1,539,0,43
2795,1,805,3,21
3192,0,504,0,70
2522,2,575,0,42
2614,1,584,0,81
2736,1,308,0,56
3009,0,799,3,75
2887,1,640,1,49
2583,1,476,0,51
2522,0,418,0,52
3009,2,729,3,28
2614,0,664,1,78
2461,0,779,3,31
2614,1,487,0,39
2675,1,489,0,28
2491,1,389,0,57
2614,1,440,0,25
2795,2,377,0,62
2491,1,455,0,58
2491,1,461,0,22
2614,2,356,0,50
2522,1,545,0,66
2917,1,796,3,22
2644,1,605,0,57
2795,1,328,0,64
2887,1,810,3,26
2795,0,504,0,86
2795,1,730,3,66
2887,1,643,1,96
2552,1,358,0,54
2795,1,593,0,38
2826,1,509,0,50
3070,1,337,0,49
3222,1,805,3,76
3283,2,345,0,52
2705,1,682,1,39
2948,2,840,3,21
4378,1,317,0,48
2764,1,467,0,67
2826,2,760,3,27
3406,2,461,0,27
2795,1,450,0,22
2583,2,415,0,52
2764,1,526,0,82
2583,2,836,3,28
2764,2,718,2,47
3345,1,636,1,42
2491,0,714,2,67
2491,2,802,3,45
4013,2,376,0,20
3101,1,390,0,39
2491,2,724,3,31
3314,2,397,0,46
2887,1,495,0,35
2491,0,651,1,88
2736,2,786,3,28
2461,1,509,0,94
2583,0,464,0,29
2614,2,688,1,55
2491,1,300,0,56
2552,1,436,0,55
2705,1,433,0,21
2644,2,348,0,60
2522,1,503,0,75
2552,0,577,0,24
2705,1,532,0,58
2887,0,815,3,91
3192,0,448,0,30
2795,1,732,3,48
2887,1,769,3,26
2795,1,605,0,18
2764,1,464,0,57
3192,0,783,3,37
3467,1,336,0,31
3130,1,509,0,33
2583,0,836,3,86
2583,1,420,0,20
2491,1,735,3,78
2856,1,386,0,38
2826,2,561,0,67
2461,1,837,3,66
2583,1,521,0,26
2675,1,593,0,28
2826,2,468,0,33
2736,1,611,0,74
2491,1,415,0,20
2461,1,714,2,33
3253,1,399,0,27
2675,1,328,0,61
2826,1,777,3,77
2614,1,318,0,40
2644,0,549,0,48
2644,0,811,3,34
2491,1,360,0,76
2522,2,675,1,99
3070,2,774,3,27
2795,1,653,1,78
2552,0,493,0,49
2675,0,468,0,47
2705,0,373,0,36
2522,1,536,0,64
2644,1,618,0,83
3130,2,505,0,24
2764,1,739,3,42
3009,0,837,3,38
3314,1,397,0,41
4197,0,615,0,28
2491,1,692,2,45
2583,1,559,0,44
2614,1,845,3,41
2795,2,691,2,40
3040,1,755,3,34
3009,1,384,0,28
2644,1,359,0,39
2887,0,380,0,25
2583,2,408,0,49
2491,0,418,0,48
3222,1,556,0,26
2856,1,631,1,86
2764,2,554,0,52
2887,1,586,0,54
2461,2,417,0,30
2826,1,533,0,33
2826,1,793,3,79
2491,1,649,1,79
2795,0,408,0,47
2644,1,629,0,70
2887,2,697,2,30
2856,1,574,0,22
2705,1,556,0,63
2764,2,607,0,69
2826,0,358,0,93
3070,1,751,3,73
2614,1,784,3,23
2583,1,314,0,23
2522,1,596,0,60
2764,1,511,0,60
3283,1,671,1,61
3375,2,307,0,39
3222,1,823,3,40
2552,1,452,0,26
2705,1,334,0,19
2764,1,408,0,29
3192,1,417,0,45
2522,1,726,3,25
2736,1,719,2,72
2461,1,702,2,31
2461,1,388,0,48
2644,2,790,3,76
2461,2,475,0,29
2644,1,458,0,48
2491,1,626,0,21
2675,2,334,0,20
2856,1,520,0,86
3009,1,406,0,79
2583,1,627,0,67
2675,2,376,0,39
2979,1,404,0,52
2461,1,689,1,28
3070,1,570,0,71
2764,1,692,2,69
2948,1,620,0,83
2795,1,303,0,25
2614,0,337,0,24
3283,0,322,0,25
2675,1,655,1,40
2826,1,504,0,65
2461,0,389,0,55
3771,2,570,0,91
2644,1,576,0,67
3009,2,313,0,20
2461,0,459,0,48
2795,1,475,0,70
2764,2,739,3,57
2644,1,562,0,68
2644,0,309,0,21
2736,1,496,0,96
2795,0,640,1,62
2614,1,791,3,53
2705,1,627,0,91
2552,2,371,0,56
2917,1,423,0,37
2826,1,448,0,33
2736,0,763,3,58
2491,0,708,2,31
2856,1,649,1,25
2826,1,805,3,35
2461,2,673,1,52
3952,2,379,0,33
2917,1,316,0,24
2764,0,737,3,44
2614,1,819,3,41
2644,0,541,0,62
2887,1,324,0,22
2705,1,432,0,78
2552,1,680,1,91
3253,2,357,0,75
3070,1,395,0,54
2826,1,595,0,56
2826,0,383,0,44
2736,1,426,0,79
3070,1,704,2,84
2948,1,765,3,39
3771,2,693,2,26
2522,1,430,0,52
2583,1,653,1,26
2644,1,488,0,29
2917,0,696,2,79
2795,2,507,0,20
3222,2,734,3,43
2644,1,402,0,37
2583,1,798,3,29
2764,1,812,3,34
2948,1,699,2,52
2644,1,611,0,60
2675,1,677,1,36
3526,1,350,0,38
3679,1,839,3,83
2948,1,778,3,46
2583,2,605,0,29
2522,1,392,0,30
2552,2,362,0,55
3192,1,805,3,28
2979,1,478,0,98
3253,1,642,1,67
2644,1,586,0,92
2826,2,397,0,70
2979,1,745,3,39
2795,1,692,2,98
3618,1,665,1,60
3040,1,598,0,96
2736,1,817,3,34
2583,2,587,0,31
2491,1,471,0,27
3101,1,597,0,36
2583,2,728,3,23
2461,1,350,0,20
2736,2,437,0,28
3130,0,608,0,39
2614,0,745,3,19
2461,2,523,0,73
2979,1,469,0,65
2461,1,451,0,41
2552,1,508,0,51
2856,1,611,0,45
2522,2,669,1,53
2826,1,799,3,62
2887,2,368,0,82
2522,1,688,1,29
2764,1,330,0,19
2491,2,514,0,72
2614,2,413,0,35
3406,1,472,0,49
3009,0,708,2,22
2675,2,430,0,98
2856,1,499,0,56
2552,2,721,3,97
2583,1,535,0,39
2826,1,686,1,91
2522,1,845,3,35
2491,1,603,0,58
2461,1,474,0,46
2583,0,328,0,20
3222,2,460,0,47
2705,0,593,0,81
3130,0,467,0,96
3557,1,541,0,23
2614,1,360,0,46
2461,1,403,0,45
2491,1,546,0,35
2522,0,515,0,20
2826,1,785,3,28
3009,2,430,0,41
2614,0,561,0,71
2795,1,700,2,30
3040,1,544,0,23
3040,2,450,0,51
2583,1,827,3,32
2644,1,673,1,20
3192,1,798,3,89
2675,1,500,0,28
2979,1,504,0,55
3130,1,430,0,52
2491,0,733,3,37
2583,2,842,3,24
3314,1,430,0,20
2856,1,836,3,35
2917,0,662,1,88
3345,1,349,0,19
